OBJECTID,REPORT_TAKEN_DATE,YEAR,BLOCK_ADDRESS,DISTRICT,PSA,FIELD_CONTACT_TYPE,REASON_FOR_STOP,DATA_TYPE,RACE,ETHNICITY,SEX,AGE
6986,10/10/2016 21:06,2016,1600 BLOCK OF A STREET NE,1D,108,Pedestrian Stop,Juvenile Contact,Person,Black,Unknown,Male,Juvenile
6987,10/11/2016 1:02,2016,400 BLOCK OF I STREET SE,1D,106,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,18
6988,10/11/2016 1:02,2016,400 BLOCK OF I STREET SE,1D,106,Pedestrian Stop,Call For Service,Person,Black,Unknown,Male,Juvenile
6989,10/12/2016 21:20,2016,200 BLOCK OF 15TH STREET NE,1D,108,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,27
6990,10/12/2016 22:05,2016,6200 BLOCK OF 14TH STREET NW,4D,402,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,78
6991,10/13/2016 1:51,2016,1200 BLOCK OF ORREN STREET NE,5D,506,Vehicle Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,39
6992,10/13/2016 6:29,2016,2000 BLOCK OF GEORGIA AVENUE NW,3D,305,Pedestrian Stop,Other,Person,Black,Not Hispanic Or Latino,Male,61
6993,10/13/2016 6:29,2016,2000 BLOCK OF GEORGIA AVENUE NW,3D,305,Pedestrian Stop,Other,Person,Black,Not Hispanic Or Latino,Male,52
6994,10/13/2016 16:36,2016,2300 BLOCK OF WISCONSIN AVENUE NW,2D,204,Pedestrian Stop,Pre-existing Knowledge,Person,Black,Unknown,Male,43
6995,10/14/2016 14:26,2016,UNIT BLOCK OF O STREET NW,5D,501,Pedestrian Stop,Call For Service,Person,Black,Unknown,Male,37
6996,10/15/2016 3:34,2016,1400 BLOCK OF P STREET NW,2D,208,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,24
6997,10/15/2016 16:21,2016,900 BLOCK OF RITTENHOUSE STREET NW,4D,402,Pedestrian Stop,Other,Person,Black,Unknown,Male,65
6998,10/15/2016 16:21,2016,900 BLOCK OF RITTENHOUSE STREET NW,4D,402,Pedestrian Stop,Other,Person,Black,Unknown,Male,54
6999,10/15/2016 16:21,2016,900 BLOCK OF RITTENHOUSE STREET NW,4D,402,Pedestrian Stop,Other,Person,Black,Unknown,Male,58
7000,10/15/2016 16:37,2016,Multiple/Unknown Address,,,Vehicle Stop,Suspicious Vehicles,Person,Black,Not Hispanic Or Latino,Male,Juvenile
7001,10/15/2016 16:37,2016,Multiple/Unknown Address,,,Vehicle Stop,Suspicious Vehicles,Person,Black,Not Hispanic Or Latino,Male,
7002,10/15/2016 16:37,2016,Multiple/Unknown Address,,,Vehicle Stop,Suspicious Vehicles,Person,Black,Not Hispanic Or Latino,Male,
7003,10/15/2016 18:29,2016,,,,Vehicle Stop,Equipment Violation,Person,Unknown,Not Hispanic Or Latino,Female,25
7004,10/15/2016 18:29,2016,,,,Vehicle Stop,Equipment Violation,Person,Black,Unknown,Male,29
7005,10/15/2016 19:20,2016,1200 BLOCK OF I STREET SE,1D,106,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,28
7006,10/15/2016 19:47,2016,400 BLOCK OF 8TH STREET SE,1D,107,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,26
7007,10/15/2016 20:52,2016,200 BLOCK OF 14TH STREET NE,1D,108,Vehicle Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Female,22
7008,10/15/2016 20:52,2016,200 BLOCK OF 14TH STREET NE,1D,108,Vehicle Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,19
7009,10/15/2016 20:52,2016,200 BLOCK OF 14TH STREET NE,1D,108,Vehicle Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,22
7010,10/15/2016 20:52,2016,200 BLOCK OF 14TH STREET NE,1D,108,Vehicle Stop,Suspicious Persons,Person,Black,Unknown,Male,26
7011,10/15/2016 20:52,2016,200 BLOCK OF 14TH STREET NE,1D,108,Vehicle Stop,Suspicious Persons,Person,Black,Unknown,Male,22
7012,10/15/2016 21:22,2016,1200 BLOCK OF 6TH STREET NE,1D,104,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Male,23
7013,10/15/2016 21:24,2016,,,,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,20
7014,10/15/2016 21:51,2016,4500 BLOCK OF CLAY STREET NE,6D,602,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,25
7015,10/15/2016 22:32,2016,DUPONT CIRCLE,2D,208,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,28
7016,10/15/2016 22:58,2016,1700 BLOCK OF 18TH STREET NW,3D,301,Vehicle Stop,Other,Person,Unknown,Unknown,Male,49
7017,10/15/2016 23:17,2016,DUPONT CIRCLE WEST SIDE,,,Vehicle Stop,Other,Person,White,Unknown,Male,27
7018,10/16/2016 1:36,2016,1100 BLOCK OF 23RD STREET NW,2D,207,Vehicle Stop,Moving Violation,Person,Unknown,Unknown,Male,66
7019,10/16/2016 1:40,2016,900 BLOCK OF 15TH STREET NW,2D,207,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,46
7020,10/16/2016 1:53,2016,1500 BLOCK OF L STREET NW,2D,207,Vehicle Stop,Moving Violation,Person,White,Not Hispanic Or Latino,Male,32
7021,10/16/2016 3:09,2016,DUPONT CIRCLE AT P STREET,2D,208,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,51
7022,10/16/2016 13:54,2016,1600 BLOCK OF C STREET NE,5D,507,Pedestrian Stop,Suspicious Activity,Person,Black,Unknown,Male,53
7023,10/16/2016 19:11,2016,2400 BLOCK OF 18TH STREET NW,3D,303,Bicycle Stop,Call For Service,Person,White,Unknown,Male,40
7024,10/16/2016 22:08,2016,2900 BLOCK OF K STREET NW,2D,206,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,23
7025,10/16/2016 23:10,2016,3000 BLOCK OF K STREET NW,2D,206,Bicycle Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,Juvenile
7026,10/16/2016 23:51,2016,4700 BLOCK OF WISCONSIN AVENUE NW,2D,202,Vehicle Stop,Community Policing,Person,White,Unknown,Male,54
7027,10/17/2016 2:43,2016,,1D,104,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,62
7028,10/17/2016 17:50,2016,400 BLOCK OF 16TH STREET SE,1D,108,Vehicle Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Female,28
7029,10/17/2016 17:50,2016,400 BLOCK OF 16TH STREET SE,1D,108,Vehicle Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,41
7030,10/17/2016 17:50,2016,400 BLOCK OF 16TH STREET SE,1D,108,Vehicle Stop,Call For Service,Person,Black,Unknown,Male,38
7031,10/18/2016 3:39,2016,,7D,708,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,22
7032,8/6/2016 19:20,2016,3000 BLOCK OF M STREET NW,2D,206,Vehicle Stop,Moving Violation,Person,White,Not Hispanic Or Latino,Male,20
7033,8/6/2016 22:15,2016,4500 BLOCK OF 40TH STREET NW,2D,202,Pedestrian Stop,Suspicious Activity,Person,Black,Unknown,Female,42
7034,8/6/2016 22:15,2016,4500 BLOCK OF 40TH STREET NW,2D,202,Pedestrian Stop,Suspicious Activity,Person,Unknown,Unknown,Unknown,
7035,8/6/2016 23:15,2016,,1D,108,Bicycle Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,55
7036,8/7/2016 1:40,2016,3500 BLOCK OF WATER STREET NW,2D,206,Pedestrian Stop,Community Policing,Person,White,Not Hispanic Or Latino,Male,22
7037,8/7/2016 2:16,2016,1200 BLOCK OF 20TH STREET NW,2D,208,Vehicle Stop,Moving Violation,Person,White,Not Hispanic Or Latino,Male,27
7038,8/8/2016 18:12,2016,1800 BLOCK OF WISCONSIN AVENUE NW,2D,206,Vehicle Stop,Equipment Violation,Person,White,Unknown,Male,36
7039,8/8/2016 21:23,2016,1400 BLOCK OF IRVING STREET NW,3D,302,Pedestrian Stop,Other,,,,,
7040,8/9/2016 19:37,2016,1100 BLOCK OF 18TH STREET NW,2D,207,Vehicle Stop,Moving Violation,Person,White,Not Hispanic Or Latino,Male,23
7041,8/9/2016 19:43,2016,1100 BLOCK OF 15TH STREET NW,2D,207,Vehicle Stop,Moving Violation,Person,White,Hispanic Or Latino,Male,33
7042,8/9/2016 21:52,2016,700 BLOCK OF 13TH STREET SE,1D,106,Pedestrian Stop,Other,Person,Black,Not Hispanic Or Latino,Male,19
7043,8/9/2016 21:52,2016,700 BLOCK OF 13TH STREET SE,1D,106,Pedestrian Stop,Other,Person,Black,Not Hispanic Or Latino,Male,Juvenile
7044,8/10/2016 2:32,2016,1100 BLOCK OF 15TH STREET NW,2D,207,Vehicle Stop,Moving Violation,Person,White,Not Hispanic Or Latino,Male,41
7045,8/10/2016 23:37,2016,100 BLOCK OF WAYNE PLACE SE,7D,707,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Male,28
7046,8/10/2016 23:49,2016,2100 BLOCK OF MISSISSIPPI AVENUE SE,7D,704,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Male,20
7047,8/11/2016 0:09,2016,3900 BLOCK OF WHEELER ROAD SE,7D,706,Vehicle Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,24
7048,8/11/2016 0:15,2016,3900 BLOCK OF WHEELER RD SE,7D,705,Vehicle Stop,Suspicious Activity,Person,Black,Unknown,Male,30
7049,8/11/2016 0:19,2016,3900 BLOCK OF WHEELER ROAD SE,7D,706,Vehicle Stop,Suspicious Activity,Person,Black,Unknown,Male,20
7050,8/11/2016 2:25,2016,1700 BLOCK OF K STREET NW,2D,207,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,45
7051,8/11/2016 2:34,2016,2900 BLOCK OF N STREET NW,2D,206,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,22
7052,8/11/2016 9:30,2016,UNIT BLOCK OF HAWAII AVENUE NE,4D,405,Pedestrian Stop,Call For Service,Person,Asian,Not Hispanic Or Latino,Male,29
7053,8/11/2016 9:30,2016,UNIT BLOCK OF HAWAII AVENUE NE,4D,405,Pedestrian Stop,Call For Service,Person,White,Not Hispanic Or Latino,Male,29
7054,8/11/2016 22:50,2016,1700 BLOCK OF INDEPENDENCE AVENUE SE,1D,108,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Female,25
7055,8/12/2016 3:30,2016,1700 BLOCK OF MASSACHUSETTS AVENUE NW,2D,208,Vehicle Stop,Moving Violation,Person,White,Hispanic Or Latino,Male,42
7056,8/12/2016 19:38,2016,3200 BLOCK OF M STREET NW,2D,206,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,25
7057,8/13/2016 1:20,2016,,2D,207,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,40
7058,8/13/2016 1:41,2016,,2D,205,Vehicle Stop,Other,Person,Black,Unknown,Female,27
7059,8/13/2016 1:48,2016,1400 BLOCK OF K STREET NW,2D,207,Vehicle Stop,Moving Violation,Person,White,Not Hispanic Or Latino,Male,48
7060,8/13/2016 2:15,2016,,2D,207,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,
7061,8/13/2016 5:49,2016,,5D,506,Pedestrian Stop,Call For Service,Person,Black,Unknown,Male,18
7062,8/13/2016 15:26,2016,,,,Pedestrian Stop,Pre-existing Knowledge,Person,Unknown,Unknown,Male,54
7063,8/13/2016 18:51,2016,700 BLOCK OF 12TH STREET SE,1D,106,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,49
7064,8/13/2016 18:51,2016,700 BLOCK OF 12TH STREET SE,1D,106,Vehicle Stop,Moving Violation,Person,Unknown,Unknown,Male,59
7065,8/13/2016 19:26,2016,600 BLOCK OF 15TH STREET NW,2D,207,Vehicle Stop,Moving Violation,Person,White,Not Hispanic Or Latino,Male,39
7066,8/13/2016 21:01,2016,400 BLOCK OF 14TH STREET SE,1D,108,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,20
7067,8/13/2016 22:05,2016,H STREET NE,1D,104,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,36
7068,8/13/2016 22:11,2016,300 BLOCK OF E STREET SE,1D,106,Pedestrian Stop,Suspicious Persons,Person,Black,Unknown,Male,21
7069,8/14/2016 2:55,2016,4800 BLOCK OF MACARTHUR BOULEVARD NW,2D,205,Vehicle Stop,Other,Person,Black,Unknown,Male,48
7070,8/14/2016 10:12,2016,1100 BLOCK OF SOUTH CAPITOL STREET SW,1D,105,Pedestrian Stop,Suspicious Activity,Person,Black,Unknown,Male,61
7071,8/14/2016 10:18,2016,UNIT BLOCK OF Q STREET SW,1D,105,Pedestrian Stop,Other,Person,Black,Not Hispanic Or Latino,Male,61
7072,8/14/2016 22:32,2016,300 BLOCK OF M STREET SW,1D,105,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,47
7073,8/14/2016 22:32,2016,300 BLOCK OF M STREET SW,1D,105,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,35
7074,8/15/2016 5:50,2016,,,,Vehicle Stop,Moving Violation,,,,,
7075,8/16/2016 18:16,2016,4200 BLOCK OF MASSACHUSETTS AVENUE NW,2D,205,Vehicle Stop,Registration Violation,Person,White,Unknown,Male,55
7076,8/16/2016 19:44,2016,CONNECTICUT AVENUE NW,2D,208,Vehicle Stop,Moving Violation,Person,White,Not Hispanic Or Latino,Male,45
7077,8/16/2016 22:27,2016,700 BLOCK OF 11TH STREET NE,1D,104,Pedestrian Stop,Call For Service,Person,Black,Unknown,Male,57
7078,8/16/2016 22:41,2016,1000 BLOCK OF 6TH STREET NE,1D,104,Vehicle Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,31
7079,8/16/2016 22:41,2016,1000 BLOCK OF 6TH STREET NE,1D,104,Vehicle Stop,Suspicious Activity,Person,Black,Unknown,Male,27
7080,8/16/2016 22:41,2016,1000 BLOCK OF 6TH STREET NE,1D,104,Vehicle Stop,Suspicious Activity,Person,Black,Unknown,Male,30
7081,8/17/2016 0:12,2016,1300 BLOCK OF PENNSYLVANIA AVENUE SE,1D,108,Pedestrian Stop,Other,Person,Black,Not Hispanic Or Latino,Male,19
7082,8/17/2016 0:12,2016,1300 BLOCK OF PENNSYLVANIA AVENUE SE,1D,108,Pedestrian Stop,Other,Person,Black,Not Hispanic Or Latino,Male,Juvenile
7083,8/17/2016 2:37,2016,UNIT BLOCK OF DUPONT CIRCLE NW,2D,208,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,45
7084,8/17/2016 22:33,2016,100 BLOCK OF M STREET SW,1D,105,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Male,29
7085,8/18/2016 1:59,2016,4600 BLOCK OF 41ST STREET NW,2D,202,Pedestrian Stop,Call For Service,Person,White,Not Hispanic Or Latino,Male,31
7086,8/18/2016 1:59,2016,4600 BLOCK OF 41ST STREET NW,2D,202,Pedestrian Stop,Call For Service,Person,White,Not Hispanic Or Latino,Male,21
7087,8/18/2016 2:10,2016,1700 BLOCK OF M STREET NW,2D,207,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,60
7088,8/18/2016 2:14,2016,1700 BLOCK OF M STREET NW,2D,207,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,52
7089,8/18/2016 3:01,2016,1900 BLOCK OF K STREET NW,2D,207,Vehicle Stop,Other,Person,White,Unknown,Female,
7090,8/18/2016 3:15,2016,,2D,205,Vehicle Stop,Other,Person,Black,Unknown,Male,36
7091,8/18/2016 23:34,2016,1700 BLOCK OF K STREET NW,2D,207,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,28
7092,8/19/2016 18:57,2016,3900 BLOCK OF BENNING ROAD NE,6D,602,Pedestrian Stop,Suspicious Activity,Person,Black,Unknown,Male,36
7093,8/19/2016 20:32,2016,4800 BLOCK OF V STREET NW,2D,205,Vehicle Stop,Other,Person,Unknown,Hispanic Or Latino,Male,49
7094,8/19/2016 22:39,2016,1200 BLOCK OF BRENTWOOD ROAD NE,5D,505,Pedestrian Stop,Other,Person,Black,Not Hispanic Or Latino,Male,Juvenile
7095,8/20/2016 6:15,2016,2500 BLOCK OF CHAMPLAIN STREET NW,3D,303,Pedestrian Stop,Other,Person,Black,Not Hispanic Or Latino,Female,Juvenile
7096,8/20/2016 15:16,2016,600 BLOCK OF H STREET NW,1D,102,Pedestrian Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Male,56
7097,8/20/2016 17:25,2016,800 BLOCK OF 6TH STREET NW,1D,102,Pedestrian Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Female,56
7098,8/20/2016 17:25,2016,800 BLOCK OF 6TH STREET NW,1D,102,Pedestrian Stop,Community Policing,Person,Black,Unknown,Female,49
7099,8/20/2016 21:26,2016,300 BLOCK OF H STREET NE,1D,104,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Female,24
7100,8/20/2016 21:26,2016,300 BLOCK OF H STREET NE,1D,104,Pedestrian Stop,Call For Service,Person,Black,Unknown,Male,29
7101,8/20/2016 22:48,2016,3900 BLOCK OF SOUTH CAPITOL STREET SE,7D,707,Pedestrian Stop,Suspicious Activity,Person,Black,Unknown,Male,40
7102,8/20/2016 22:50,2016,1300 BLOCK OF 1ST STREET SW,1D,105,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,25
7103,8/20/2016 22:53,2016,400 BLOCK OF CHESAPEAKE STREET SE,7D,706,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,
7104,8/20/2016 23:02,2016,400 BLOCK OF CHESAPEAKE STREET SE,7D,706,Pedestrian Stop,Suspicious Activity,Person,Black,Unknown,Male,21
7105,8/20/2016 23:07,2016,3800 BLOCK OF 9TH STREET SE,7D,706,Vehicle Stop,Suspicious Activity,Person,Black,Unknown,Male,43
7106,8/20/2016 23:32,2016,UNIT BLOCK OF M STREET SW,1D,105,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,29
7107,8/21/2016 3:02,2016,,2D,205,Vehicle Stop,Moving Violation,Person,White,Unknown,Male,46
7108,8/21/2016 3:15,2016,5100 BLOCK OF MANNING PLACE NW,2D,205,Vehicle Stop,Other,Person,Black,Unknown,Male,35
7109,8/21/2016 6:02,2016,4700 BLOCK OF KANE PLACE NE,6D,602,Pedestrian Stop,Suspicious Vehicles,Person,Black,Unknown,Male,25
7110,8/21/2016 19:48,2016,4700 BLOCK OF C STREET SE,6D,604,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,66
7111,8/21/2016 20:38,2016,4700 BLOCK OF BLAINE STREET NE,6D,602,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Male,26
7112,8/21/2016 20:40,2016,4400 BLOCK OF BLAINE STREET NE,6D,602,Vehicle Stop,Registration Violation,Person,Black,Unknown,Male,24
7113,8/21/2016 20:42,2016,,6D,602,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Male,24
7114,8/21/2016 21:45,2016,1000 BLOCK OF 19TH STREET NW,2D,207,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,24
7115,8/21/2016 22:11,2016,1200 BLOCK OF NORTH CAPITOL STREET NW,1D,103,Pedestrian Stop,Suspicious Vehicles,Person,Black,Not Hispanic Or Latino,Female,56
7116,8/21/2016 22:11,2016,1200 BLOCK OF NORTH CAPITOL STREET NW,1D,103,Pedestrian Stop,Suspicious Vehicles,Person,Black,Unknown,Male,53
7117,8/21/2016 23:32,2016,700 BLOCK OF F STREET NW,1D,102,Pedestrian Stop,Call For Service,Person,Black,Unknown,Female,18
7118,8/21/2016 23:32,2016,700 BLOCK OF F STREET NW,1D,102,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,20
7119,8/21/2016 23:32,2016,700 BLOCK OF F STREET NW,1D,102,Pedestrian Stop,Call For Service,Person,Black,Unknown,Male,21
7120,8/21/2016 23:32,2016,700 BLOCK OF F STREET NW,1D,102,Pedestrian Stop,Call For Service,Person,Black,Unknown,Male,25
7121,8/22/2016 0:02,2016,1200 BLOCK OF QUINCY STREET NW,4D,404,Pedestrian Stop,Suspicious Activity,Person,Asian,Unknown,Female,22
7122,8/22/2016 14:03,2016,400 BLOCK OF 7TH STREET SE,1D,107,Pedestrian Stop,Suspicious Activity,Person,Black,Unknown,Male,51
7123,8/22/2016 18:03,2016,4000 BLOCK OF CONNECTICUT AVE NW,,,Vehicle Stop,Registration Violation,Person,Unknown,Unknown,Female,44
7124,8/22/2016 21:28,2016,SHERIDAN CIRCLE NW,2D,208,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,32
7125,8/22/2016 21:34,2016,1400 BLOCK OF 22ND STREET NW,2D,208,Vehicle Stop,Moving Violation,Person,Unknown,Not Hispanic Or Latino,Male,31
7126,8/22/2016 21:38,2016,2100 BLOCK OF MASSACHUSETTS AVENUE NW,2D,208,Vehicle Stop,Moving Violation,Person,Unknown,Hispanic Or Latino,Male,23
7127,8/22/2016 21:43,2016,4100 BLOCK OF WISCONSIN AVENUE NW,2D,202,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,25
7128,8/22/2016 22:36,2016,1500 BLOCK OF BENNING ROAD NE,5D,507,Pedestrian Stop,Community Policing,Person,Black,Unknown,Male,28
7129,8/23/2016 2:03,2016,FORT DAVIS DRIVE SE,6D,605,Vehicle Stop,Other,Person,Black,Not Hispanic Or Latino,Female,20
7130,8/23/2016 2:03,2016,FORT DAVIS DRIVE SE,6D,605,Vehicle Stop,Other,Person,Black,Unknown,Male,29
7131,8/23/2016 19:16,2016,1000 BLOCK OF H STREET NE,1D,104,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,50
7132,8/23/2016 23:24,2016,800 BLOCK OF 12TH STREET NE,1D,104,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,24
7133,8/23/2016 23:24,2016,1200 BLOCK OF NEW JERSEY AVENUE NW,5D,501,Vehicle Stop,Registration Violation,Person,Black,Not Hispanic Or Latino,Female,26
7134,8/24/2016 20:03,2016,,2D,207,Pedestrian Stop,Call For Service,Person,Black,Unknown,Male,29
7135,8/24/2016 20:42,2016,,,,Vehicle Stop,Other,Person,White,Not Hispanic Or Latino,Male,27
7136,8/24/2016 20:52,2016,,6D,604,Vehicle Stop,Moving Violation,Person,Unknown,Unknown,Female,34
7137,8/24/2016 20:59,2016,C STREET SE,6D,604,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,21
7138,8/24/2016 22:45,2016,500 BLOCK OF 19TH STREET NW,2D,207,Vehicle Stop,Moving Violation,Person,White,Not Hispanic Or Latino,Male,26
7139,8/25/2016 16:22,2016,4700 BLOCK OF C STREET SE,6D,604,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,52
7140,8/25/2016 18:21,2016,UNIT BLOCK OF 47TH STREET SE,6D,604,Vehicle Stop,Moving Violation,Person,Unknown,Not Hispanic Or Latino,Male,21
7141,8/25/2016 20:16,2016,3700 BLOCK OF GEORGIA AVENUE NW,4D,404,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,Juvenile
7142,8/25/2016 21:19,2016,UNIT BLOCK OF M ST NW,,,Pedestrian Stop,Other,Person,Black,Not Hispanic Or Latino,Male,37
7143,8/26/2016 5:37,2016,OHIO DRIVE SW,2D,207,Vehicle Stop,Equipment Violation,Person,Black,Unknown,Male,37
7144,8/26/2016 16:59,2016,200 BLOCK OF 15TH STREET NE,1D,108,Pedestrian Stop,Suspicious Activity,Person,Black,Unknown,Female,61
7145,8/26/2016 20:21,2016,400 BLOCK OF 2ND STREET NW,1D,103,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,18
7146,8/26/2016 21:28,2016,5300 BLOCK OF BLAINE STREET NE,6D,608,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,26
7147,8/26/2016 21:42,2016,5300 BLOCK OF BLAINE STREET NE,6D,608,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,22
7148,8/26/2016 21:42,2016,3900 BLOCK OF GEORGIA AVENUE NW,4D,404,Pedestrian Stop,Other,Person,Black,Not Hispanic Or Latino,Male,Juvenile
7149,8/26/2016 21:43,2016,300 BLOCK OF G STREET SE,1D,106,Vehicle Stop,Equipment Violation,Person,Black,Unknown,Male,36
7150,8/26/2016 21:44,2016,200 BLOCK OF I STREET SW,1D,105,Vehicle Stop,Other,Person,Black,Not Hispanic Or Latino,Male,21
7151,8/26/2016 21:44,2016,200 BLOCK OF I STREET SW,1D,105,Vehicle Stop,Other,Person,Black,Unknown,Male,25
7152,8/26/2016 21:58,2016,6100 BLOCK OF BANKS PLACE NE,6D,608,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,22
7153,8/26/2016 23:53,2016,500 BLOCK OF I STREET NW,1D,102,Pedestrian Stop,Other,Person,Black,Unknown,Female,26
7154,8/27/2016 11:10,2016,,5D,507,Vehicle Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,22
7155,8/27/2016 11:10,2016,,5D,507,Vehicle Stop,Call For Service,Person,Black,Unknown,Male,47
7156,8/27/2016 19:42,2016,,2D,207,Vehicle Stop,Moving Violation,Person,White,Not Hispanic Or Latino,Male,29
7157,8/27/2016 19:53,2016,,2D,207,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,33
7158,8/27/2016 20:47,2016,900 BLOCK OF BLADENSBURG ROAD NE,5D,506,Vehicle Stop,Suspicious Vehicles,Person,Black,Not Hispanic Or Latino,Female,29
7159,8/27/2016 20:47,2016,900 BLOCK OF BLADENSBURG ROAD NE,5D,506,Vehicle Stop,Suspicious Vehicles,Person,Black,Not Hispanic Or Latino,Male,28
7160,8/27/2016 22:40,2016,500 BLOCK OF LONGFELLOW STREET NW,4D,403,Vehicle Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Female,27
7161,8/27/2016 22:55,2016,1100 BLOCK OF WEST VIRGINIA AVENUE NE,5D,506,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,33
7162,8/28/2016 7:58,2016,K STREET NE,1D,103,Pedestrian Stop,Call For Service,Person,Black,Unknown,Female,36
7163,8/28/2016 16:18,2016,5000 BLOCK OF H STREET SE,6D,604,Vehicle Stop,Other,Person,Black,Not Hispanic Or Latino,Female,23
7164,8/28/2016 20:16,2016,1300 BLOCK OF K STREET NW,1D,101,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,48
7165,8/28/2016 22:13,2016,,,,Vehicle Stop,Moving Violation,Person,Unknown,Unknown,Male,21
7166,8/28/2016 22:16,2016,5300 BLOCK OF E STREET SE,6D,604,Vehicle Stop,Moving Violation,Person,Unknown,Unknown,Male,39
7167,8/28/2016 22:23,2016,200 BLOCK OF P STREET SW,1D,105,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,41
